UID	Encoding	Code
AF-LOG	ISO-3166-2	AF-LOG
AF-NAN	ISO-3166-2	AF-NAN
AF-NIM	ISO-3166-2	AF-NIM
AF-NUR	ISO-3166-2	AF-NUR
AF-PAN	ISO-3166-2	AF-PAN
AF-PAR	ISO-3166-2	AF-PAR
AF-PIA	ISO-3166-2	AF-PIA
AF-PKA	ISO-3166-2	AF-PKA
AF-SAM	ISO-3166-2	AF-SAM
AF-SAR	ISO-3166-2	AF-SAR
AF-TAK	ISO-3166-2	AF-TAK
AF-URU	ISO-3166-2	AF-URU
AF-WAR	ISO-3166-2	AF-WAR
AF-ZAB	ISO-3166-2	AF-ZAB
AG-03	ISO-3166-2	AG-03
AG-04	ISO-3166-2	AG-04
AG-05	ISO-3166-2	AG-05
AG-06	ISO-3166-2	AG-06
AG-07	ISO-3166-2	AG-07
AG-08	ISO-3166-2	AG-08
AG-10	ISO-3166-2	AG-10
AG-11	ISO-3166-2	AG-11
AL-01	ISO-3166-2	AL-01
AL-01-BR	ISO-3166-2	AL-BR
AL-01-KC	ISO-3166-2	AL-KC
AL-01-SK	ISO-3166-2	AL-SK
AL-02	ISO-3166-2	AL-02
AL-02-DR	ISO-3166-2	AL-DR
AL-02-KR	ISO-3166-2	AL-KR
AL-03	ISO-3166-2	AL-03
AL-03-EL	ISO-3166-2	AL-EL
AL-03-GR	ISO-3166-2	AL-GR
AL-03-LB	ISO-3166-2	AL-LB
AL-03-PQ	ISO-3166-2	AL-PQ
AL-04	ISO-3166-2	AL-04
AL-04-FR	ISO-3166-2	AL-FR
AL-04-LU	ISO-3166-2	AL-LU
AL-04-MK	ISO-3166-2	AL-MK
AL-05	ISO-3166-2	AL-05
AL-05-GJ	ISO-3166-2	AL-GJ
AL-05-PR	ISO-3166-2	AL-PR
AL-05-TE	ISO-3166-2	AL-TE
AL-06	ISO-3166-2	AL-06
AL-06-DV	ISO-3166-2	AL-DV
AL-06-ER	ISO-3166-2	AL-ER
AL-06-KO	ISO-3166-2	AL-KO
AL-06-PG	ISO-3166-2	AL-PG
AL-07	ISO-3166-2	AL-07
AL-07-HA	ISO-3166-2	AL-HA
AL-07-KU	ISO-3166-2	AL-KU
AL-07-TP	ISO-3166-2	AL-TP
AL-08	ISO-3166-2	AL-08
AL-08-KB	ISO-3166-2	AL-KB
AL-08-LE	ISO-3166-2	AL-LE
AL-08-MR	ISO-3166-2	AL-MR
AL-09	ISO-3166-2	AL-09
AL-09-BU	ISO-3166-2	AL-BU
AL-09-DI	ISO-3166-2	AL-DI
AL-09-MT	ISO-3166-2	AL-MT
AL-10	ISO-3166-2	AL-10
AL-10-MM	ISO-3166-2	AL-MM
AL-10-PU	ISO-3166-2	AL-PU
AL-10-SH	ISO-3166-2	AL-SH
AL-11	ISO-3166-2	AL-11
AL-11-KA	ISO-3166-2	AL-KA
AL-11-TR	ISO-3166-2	AL-TR
AL-12	ISO-3166-2	AL-12
AL-12-DL	ISO-3166-2	AL-DL
AL-12-SR	ISO-3166-2	AL-SR
AL-12-VL	ISO-3166-2	AL-VL
AM-AG	ISO-3166-2	AM-AG
AM-AR	ISO-3166-2	AM-AR
AM-AV	ISO-3166-2	AM-AV
AM-ER	ISO-3166-2	AM-ER
AM-GR	ISO-3166-2	AM-GR
AM-KT	ISO-3166-2	AM-KT
AM-LO	ISO-3166-2	AM-LO
AM-SH	ISO-3166-2	AM-SH
AM-SU	ISO-3166-2	AM-SU
AM-TV	ISO-3166-2	AM-TV
AM-VD	ISO-3166-2	AM-VD
AO-BGO	ISO-3166-2	AO-BGO
AO-BGU	ISO-3166-2	AO-BGU
AO-BIE	ISO-3166-2	AO-BIE
AO-CAB	ISO-3166-2	AO-CAB
AO-CCU	ISO-3166-2	AO-CCU
AO-CNN	ISO-3166-2	AO-CNN
AO-CNO	ISO-3166-2	AO-CNO
AO-CUS	ISO-3166-2	AO-CUS
AO-HUA	ISO-3166-2	AO-HUA
AO-HUI	ISO-3166-2	AO-HUI
AO-LNO	ISO-3166-2	AO-LNO
AO-LSU	ISO-3166-2	AO-LSU
AO-LUA	ISO-3166-2	AO-LUA
AO-MAL	ISO-3166-2	AO-MAL
AO-MOX	ISO-3166-2	AO-MOX
AO-NAM	ISO-3166-2	AO-NAM
AO-UIG	ISO-3166-2	AO-UIG
AO-ZAI	ISO-3166-2	AO-ZAI
AR-A	ISO-3166-2	AR-A
AR-B	ISO-3166-2	AR-B
AR-C	ISO-3166-2	AR-C
AR-D	ISO-3166-2	AR-D
AR-E	ISO-3166-2	AR-E
AR-G	ISO-3166-2	AR-G
AR-H	ISO-3166-2	AR-H
AR-J	ISO-3166-2	AR-J
AR-K	ISO-3166-2	AR-K
AR-L	ISO-3166-2	AR-L
AR-M	ISO-3166-2	AR-M
AR-N	ISO-3166-2	AR-N
AR-P	ISO-3166-2	AR-P
AR-Q	ISO-3166-2	AR-Q
AR-R	ISO-3166-2	AR-R
AR-S	ISO-3166-2	AR-S
AR-T	ISO-3166-2	AR-T
AR-U	ISO-3166-2	AR-U
AR-V	ISO-3166-2	AR-V
AR-W	ISO-3166-2	AR-W
AR-X	ISO-3166-2	AR-X
AR-Y	ISO-3166-2	AR-Y
AR-Z	ISO-3166-2	AR-Z
AR-F	ISO-3166-2	AR-F
AT-1	ISO-3166-2	AT-1
AT-2	ISO-3166-2	AT-2
AT-3	ISO-3166-2	AT-3
AT-4	ISO-3166-2	AT-4
AT-5	ISO-3166-2	AT-5
AT-6	ISO-3166-2	AT-6
AT-7	ISO-3166-2	AT-7
AT-8	ISO-3166-2	AT-8
AT-9	ISO-3166-2	AT-9
AU-ACT	ISO-3166-2	AU-ACT
AU-NSW	ISO-3166-2	AU-NSW
AU-NT	ISO-3166-2	AU-NT
AU-QLD	ISO-3166-2	AU-QLD
AU-SA	ISO-3166-2	AU-SA
AU-TAS	ISO-3166-2	AU-TAS
AU-VIC	ISO-3166-2	AU-VIC
AU-WA	ISO-3166-2	AU-WA
AZ-ABS	ISO-3166-2	AZ-ABS
AZ-AGA	ISO-3166-2	AZ-AGA
AZ-AGC	ISO-3166-2	AZ-AGC
AZ-AGM	ISO-3166-2	AZ-AGM
AZ-AGS	ISO-3166-2	AZ-AGS
AZ-AGU	ISO-3166-2	AZ-AGU
AZ-AST	ISO-3166-2	AZ-AST
AZ-BA	ISO-3166-2	AZ-BA
AZ-BAL	ISO-3166-2	AZ-BAL
AZ-BAR	ISO-3166-2	AZ-BAR
AZ-BEY	ISO-3166-2	AZ-BEY
AZ-BIL	ISO-3166-2	AZ-BIL
AZ-CAB	ISO-3166-2	AZ-CAB
AZ-CAL	ISO-3166-2	AZ-CAL
AZ-DAS	ISO-3166-2	AZ-DAS
AZ-FUZ	ISO-3166-2	AZ-FUZ
AZ-GA	ISO-3166-2	AZ-GA
AZ-GAD	ISO-3166-2	AZ-GAD
AZ-GOR	ISO-3166-2	AZ-GOR
AZ-GOY	ISO-3166-2	AZ-GOY
AZ-GYG	ISO-3166-2	AZ-GYG
AZ-HAC	ISO-3166-2	AZ-HAC
AZ-IMI	ISO-3166-2	AZ-IMI
AZ-ISM	ISO-3166-2	AZ-ISM
AZ-KAL	ISO-3166-2	AZ-KAL
AZ-KUR	ISO-3166-2	AZ-KUR
AZ-LA	ISO-3166-2	AZ-LA
AZ-LAC	ISO-3166-2	AZ-LAC
AZ-LAN	ISO-3166-2	AZ-LAN
AZ-LER	ISO-3166-2	AZ-LER
AZ-MAS	ISO-3166-2	AZ-MAS
AZ-MI	ISO-3166-2	AZ-MI
AZ-NA	ISO-3166-2	AZ-NA
AZ-NEF	ISO-3166-2	AZ-NEF
AZ-NX	ISO-3166-2	AZ-NX
AZ-NX-NV	ISO-3166-2	AZ-NV
AZ-NX-BAB	ISO-3166-2	AZ-BAB
AZ-NX-CUL	ISO-3166-2	AZ-CUL
AZ-NX-KAN	ISO-3166-2	AZ-KAN
AZ-NX-ORD	ISO-3166-2	AZ-ORD
AZ-NX-SAD	ISO-3166-2	AZ-SAD
AZ-NX-SAH	ISO-3166-2	AZ-SAH
AZ-NX-SAR	ISO-3166-2	AZ-SAR
AZ-OGU	ISO-3166-2	AZ-OGU
AZ-QAB	ISO-3166-2	AZ-QAB
AZ-QAX	ISO-3166-2	AZ-QAX
AZ-QAZ	ISO-3166-2	AZ-QAZ
AZ-QBA	ISO-3166-2	AZ-QBA
AZ-QBI	ISO-3166-2	AZ-QBI
AZ-QOB	ISO-3166-2	AZ-QOB
AZ-QUS	ISO-3166-2	AZ-QUS
AZ-SA	ISO-3166-2	AZ-SA
AZ-SAB	ISO-3166-2	AZ-SAB
AZ-SAK	ISO-3166-2	AZ-SAK
AZ-SAL	ISO-3166-2	AZ-SAL
AZ-SAT	ISO-3166-2	AZ-SAT
AZ-SBN	ISO-3166-2	AZ-SBN
AZ-SIY	ISO-3166-2	AZ-SIY
AZ-SKR	ISO-3166-2	AZ-SKR
AZ-SM	ISO-3166-2	AZ-SM
AZ-SMI	ISO-3166-2	AZ-SMI
AZ-SMX	ISO-3166-2	AZ-SMX
AZ-SR	ISO-3166-2	AZ-SR
AZ-SUS	ISO-3166-2	AZ-SUS
AZ-TAR	ISO-3166-2	AZ-TAR
AZ-TOV	ISO-3166-2	AZ-TOV
AZ-UCA	ISO-3166-2	AZ-UCA
AZ-XA	ISO-3166-2	AZ-XA
AZ-XAC	ISO-3166-2	AZ-XAC
AZ-XCI	ISO-3166-2	AZ-XCI
AZ-XIZ	ISO-3166-2	AZ-XIZ
AZ-XVD	ISO-3166-2	AZ-XVD
AZ-YAR	ISO-3166-2	AZ-YAR
AZ-YE	ISO-3166-2	AZ-YE
AZ-YEV	ISO-3166-2	AZ-YEV
AZ-ZAN	ISO-3166-2	AZ-ZAN
AZ-ZAQ	ISO-3166-2	AZ-ZAQ
AZ-ZAR	ISO-3166-2	AZ-ZAR
BA-BIH	ISO-3166-2	BA-BIH
BA-BIH-05	ISO-3166-2	BA-05
BA-BIH-07	ISO-3166-2	BA-07
BA-BIH-10	ISO-3166-2	BA-10
BA-BIH-09	ISO-3166-2	BA-09
BA-BIH-02	ISO-3166-2	BA-02
BA-BIH-06	ISO-3166-2	BA-06
BA-BIH-03	ISO-3166-2	BA-03
BA-BIH-01	ISO-3166-2	BA-01
BA-BIH-08	ISO-3166-2	BA-08
BA-BIH-04	ISO-3166-2	BA-04
BA-BRC	ISO-3166-2	BA-BRC
BA-SRP	ISO-3166-2	BA-SRP
BB-01	ISO-3166-2	BB-01
BB-02	ISO-3166-2	BB-02
BB-03	ISO-3166-2	BB-03
BB-04	ISO-3166-2	BB-04
BB-05	ISO-3166-2	BB-05
BB-06	ISO-3166-2	BB-06
BB-07	ISO-3166-2	BB-07
BB-08	ISO-3166-2	BB-08
BB-09	ISO-3166-2	BB-09
BB-10	ISO-3166-2	BB-10
BB-11	ISO-3166-2	BB-11
BD-A	ISO-3166-2	BD-A
BD-A-02	ISO-3166-2	BD-02
BD-A-06	ISO-3166-2	BD-06
BD-A-07	ISO-3166-2	BD-07
BD-A-25	ISO-3166-2	BD-25
BD-A-51	ISO-3166-2	BD-51
BD-A-50	ISO-3166-2	BD-50
BD-B	ISO-3166-2	BD-B
BD-B-01	ISO-3166-2	BD-01
BD-B-04	ISO-3166-2	BD-04
BD-B-09	ISO-3166-2	BD-09
BD-B-10	ISO-3166-2	BD-10
BD-B-08	ISO-3166-2	BD-08
BD-B-11	ISO-3166-2	BD-11
BD-B-16	ISO-3166-2	BD-16
BD-B-29	ISO-3166-2	BD-29
BD-B-31	ISO-3166-2	BD-31
BD-B-47	ISO-3166-2	BD-47
BD-B-56	ISO-3166-2	BD-56
BD-C	ISO-3166-2	BD-C
BD-C-13	ISO-3166-2	BD-13
BD-C-15	ISO-3166-2	BD-15
BD-C-18	ISO-3166-2	BD-18
BD-C-17	ISO-3166-2	BD-17
BD-C-21	ISO-3166-2	BD-21
BD-C-26	ISO-3166-2	BD-26
BD-C-36	ISO-3166-2	BD-36
BD-C-33	ISO-3166-2	BD-33
BD-C-35	ISO-3166-2	BD-35
BD-C-34	ISO-3166-2	BD-34
BD-C-40	ISO-3166-2	BD-40
BD-C-42	ISO-3166-2	BD-42
BD-C-41	ISO-3166-2	BD-41
BD-C-53	ISO-3166-2	BD-53
BD-C-62	ISO-3166-2	BD-62
BD-C-57	ISO-3166-2	BD-57
BD-C-63	ISO-3166-2	BD-63
BD-D	ISO-3166-2	BD-D
BD-D-05	ISO-3166-2	BD-05
BD-D-12	ISO-3166-2	BD-12
BD-D-22	ISO-3166-2	BD-22
BD-D-23	ISO-3166-2	BD-23
BD-D-27	ISO-3166-2	BD-27
BD-D-30	ISO-3166-2	BD-30
BD-D-37	ISO-3166-2	BD-37
BD-D-39	ISO-3166-2	BD-39
BD-D-43	ISO-3166-2	BD-43
BD-D-58	ISO-3166-2	BD-58
BD-E	ISO-3166-2	BD-E
BD-E-03	ISO-3166-2	BD-03
BD-E-24	ISO-3166-2	BD-24
BD-E-48	ISO-3166-2	BD-48
BD-E-44	ISO-3166-2	BD-44
BD-E-45	ISO-3166-2	BD-45
BD-E-49	ISO-3166-2	BD-49
BD-E-54	ISO-3166-2	BD-54
BD-E-59	ISO-3166-2	BD-59
BD-F	ISO-3166-2	BD-F
BD-F-14	ISO-3166-2	BD-14
BD-F-19	ISO-3166-2	BD-19
BD-F-28	ISO-3166-2	BD-28
BD-F-32	ISO-3166-2	BD-32
BD-F-46	ISO-3166-2	BD-46
BD-F-52	ISO-3166-2	BD-52
BD-F-55	ISO-3166-2	BD-55
BD-F-64	ISO-3166-2	BD-64
BD-G	ISO-3166-2	BD-G
BD-G-20	ISO-3166-2	BD-20
BD-G-38	ISO-3166-2	BD-38
BD-G-61	ISO-3166-2	BD-61
BD-G-60	ISO-3166-2	BD-60
BE-BRU	ISO-3166-2	BE-BRU
BE-VLG	ISO-3166-2	BE-VLG
BE-VLG-VAN	ISO-3166-2	BE-VAN
BE-VLG-VLI	ISO-3166-2	BE-VLI
BE-VLG-VOV	ISO-3166-2	BE-VOV
BE-VLG-VBR	ISO-3166-2	BE-VBR
BE-VLG-VWV	ISO-3166-2	BE-VWV
BE-WAL	ISO-3166-2	BE-WAL
BE-WAL-WBR	ISO-3166-2	BE-WBR
BE-WAL-WHT	ISO-3166-2	BE-WHT
BE-WAL-WLG	ISO-3166-2	BE-WLG
BE-WAL-WLX	ISO-3166-2	BE-WLX
BE-WAL-WNA	ISO-3166-2	BE-WNA
BF-01	ISO-3166-2	BF-01
BF-01-BAL	ISO-3166-2	BF-BAL
BF-01-BAN	ISO-3166-2	BF-BAN
BF-01-KOS	ISO-3166-2	BF-KOS
BF-01-MOU	ISO-3166-2	BF-MOU
BF-01-NAY	ISO-3166-2	BF-NAY
BF-01-SOR	ISO-3166-2	BF-SOR
BF-02	ISO-3166-2	BF-02
BF-02-COM	ISO-3166-2	BF-COM
BF-02-LER	ISO-3166-2	BF-LER
BF-03	ISO-3166-2	BF-03
BF-03-KAD	ISO-3166-2	BF-KAD
BF-04	ISO-3166-2	BF-04
BF-04-BLG	ISO-3166-2	BF-BLG
BF-04-KOP	ISO-3166-2	BF-KOP
BF-04-KOT	ISO-3166-2	BF-KOT
BF-05	ISO-3166-2	BF-05
BF-05-BAM	ISO-3166-2	BF-BAM
BF-05-NAM	ISO-3166-2	BF-NAM
BF-05-SMT	ISO-3166-2	BF-SMT
BF-06	ISO-3166-2	BF-06
BF-06-BLK	ISO-3166-2	BF-BLK
BF-06-SNG	ISO-3166-2	BF-SNG
BF-06-SIS	ISO-3166-2	BF-SIS
BF-06-ZIR	ISO-3166-2	BF-ZIR
BF-07	ISO-3166-2	BF-07
BF-07-BAZ	ISO-3166-2	BF-BAZ
BF-07-NAO	ISO-3166-2	BF-NAO
BF-07-ZOU	ISO-3166-2	BF-ZOU
BF-08	ISO-3166-2	BF-08
BF-08-GNA	ISO-3166-2	BF-GNA
BF-08-GOU	ISO-3166-2	BF-GOU
BF-08-KMD	ISO-3166-2	BF-KMD
BF-08-KMP	ISO-3166-2	BF-KMP
BF-08-TAP	ISO-3166-2	BF-TAP
BF-09	ISO-3166-2	BF-09
BF-09-HOU	ISO-3166-2	BF-HOU
BF-09-KEN	ISO-3166-2	BF-KEN
BF-09-TUI	ISO-3166-2	BF-TUI
BF-10	ISO-3166-2	BF-10
BF-10-LOR	ISO-3166-2	BF-LOR
BF-10-PAS	ISO-3166-2	BF-PAS
BF-10-YAT	ISO-3166-2	BF-YAT
BF-10-ZON	ISO-3166-2	BF-ZON
BF-11	ISO-3166-2	BF-11
BF-11-GAN	ISO-3166-2	BF-GAN
BF-11-KOW	ISO-3166-2	BF-KOW
BF-11-OUB	ISO-3166-2	BF-OUB
BF-12	ISO-3166-2	BF-12
BF-12-OUD	ISO-3166-2	BF-OUD
BF-12-SEN	ISO-3166-2	BF-SEN
BF-12-SOM	ISO-3166-2	BF-SOM
BF-12-YAG	ISO-3166-2	BF-YAG
BF-13	ISO-3166-2	BF-13
BF-13-BGR	ISO-3166-2	BF-BGR
BF-13-IOB	ISO-3166-2	BF-IOB
BF-13-NOU	ISO-3166-2	BF-NOU
BF-13-PON	ISO-3166-2	BF-PON
BG-01	ISO-3166-2	BG-01
BG-02	ISO-3166-2	BG-02
BG-03	ISO-3166-2	BG-03
BG-04	ISO-3166-2	BG-04
BG-05	ISO-3166-2	BG-05
BG-06	ISO-3166-2	BG-06
BG-07	ISO-3166-2	BG-07
BG-08	ISO-3166-2	BG-08
BG-09	ISO-3166-2	BG-09
BG-10	ISO-3166-2	BG-10
BG-11	ISO-3166-2	BG-11
BG-12	ISO-3166-2	BG-12
BG-13	ISO-3166-2	BG-13
BG-14	ISO-3166-2	BG-14
BG-15	ISO-3166-2	BG-15
BG-16	ISO-3166-2	BG-16
BG-17	ISO-3166-2	BG-17
BG-18	ISO-3166-2	BG-18
BG-19	ISO-3166-2	BG-19
BG-20	ISO-3166-2	BG-20
BG-21	ISO-3166-2	BG-21
BG-22	ISO-3166-2	BG-22
BG-23	ISO-3166-2	BG-23
BG-24	ISO-3166-2	BG-24
BG-25	ISO-3166-2	BG-25
BG-26	ISO-3166-2	BG-26
BG-27	ISO-3166-2	BG-27
BG-28	ISO-3166-2	BG-28
BH-13	ISO-3166-2	BH-13
BH-14	ISO-3166-2	BH-14
BH-15	ISO-3166-2	BH-15
BH-16	ISO-3166-2	BH-16
BH-17	ISO-3166-2	BH-17
BI-BB	ISO-3166-2	BI-BB
BI-BL	ISO-3166-2	BI-BL
BI-BM	ISO-3166-2	BI-BM
BI-BR	ISO-3166-2	BI-BR
BI-CA	ISO-3166-2	BI-CA
BI-CI	ISO-3166-2	BI-CI
BI-GI	ISO-3166-2	BI-GI
BI-KI	ISO-3166-2	BI-KI
BI-KR	ISO-3166-2	BI-KR
BI-KY	ISO-3166-2	BI-KY
BI-MA	ISO-3166-2	BI-MA
BI-MU	ISO-3166-2	BI-MU
BI-MW	ISO-3166-2	BI-MW
BI-NG	ISO-3166-2	BI-NG
BI-RT	ISO-3166-2	BI-RT
BI-RY	ISO-3166-2	BI-RY
BJ-AK	ISO-3166-2	BJ-AK
BJ-AL	ISO-3166-2	BJ-AL
BJ-AQ	ISO-3166-2	BJ-AQ
BJ-BO	ISO-3166-2	BJ-BO
BJ-CO	ISO-3166-2	BJ-CO
BJ-DO	ISO-3166-2	BJ-DO
BJ-KO	ISO-3166-2	BJ-KO
BJ-LI	ISO-3166-2	BJ-LI
BJ-MO	ISO-3166-2	BJ-MO
BJ-OU	ISO-3166-2	BJ-OU
BJ-PL	ISO-3166-2	BJ-PL
BJ-ZO	ISO-3166-2	BJ-ZO
BN-BE	ISO-3166-2	BN-BE
BN-BM	ISO-3166-2	BN-BM
BN-TE	ISO-3166-2	BN-TE
BN-TU	ISO-3166-2	BN-TU
BO-B	ISO-3166-2	BO-B
BO-C	ISO-3166-2	BO-C
BO-H	ISO-3166-2	BO-H
BO-L	ISO-3166-2	BO-L
BO-N	ISO-3166-2	BO-N
BO-O	ISO-3166-2	BO-O
BO-P	ISO-3166-2	BO-P
BO-S	ISO-3166-2	BO-S
BO-T	ISO-3166-2	BO-T
BQ-BO	ISO-3166-2	BQ-BO
BQ-SA	ISO-3166-2	BQ-SA
BQ-SE	ISO-3166-2	BQ-SE
BR-AC	ISO-3166-2	BR-AC
BR-AL	ISO-3166-2	BR-AL
BR-AM	ISO-3166-2	BR-AM
BR-AP	ISO-3166-2	BR-AP
BR-BA	ISO-3166-2	BR-BA
BR-CE	ISO-3166-2	BR-CE
BR-DF	ISO-3166-2	BR-DF
BR-ES	ISO-3166-2	BR-ES
BR-FN	ISO-3166-2	BR-FN
BR-GO	ISO-3166-2	BR-GO
BR-MA	ISO-3166-2	BR-MA
BR-MG	ISO-3166-2	BR-MG
BR-MS	ISO-3166-2	BR-MS
BR-MT	ISO-3166-2	BR-MT
BR-PA	ISO-3166-2	BR-PA
BR-PB	ISO-3166-2	BR-PB
BR-PE	ISO-3166-2	BR-PE
BR-PI	ISO-3166-2	BR-PI
BR-PR	ISO-3166-2	BR-PR
BR-RJ	ISO-3166-2	BR-RJ
BR-RN	ISO-3166-2	BR-RN
BR-RO	ISO-3166-2	BR-RO
BR-RR	ISO-3166-2	BR-RR
BR-RS	ISO-3166-2	BR-RS
BR-SC	ISO-3166-2	BR-SC
BR-SE	ISO-3166-2	BR-SE
BR-SP	ISO-3166-2	BR-SP
BR-TO	ISO-3166-2	BR-TO
BS-AK	ISO-3166-2	BS-AK
BS-BI	ISO-3166-2	BS-BI
BS-BP	ISO-3166-2	BS-BP
BS-BY	ISO-3166-2	BS-BY
BS-CE	ISO-3166-2	BS-CE
BS-CI	ISO-3166-2	BS-CI
BS-CK	ISO-3166-2	BS-CK
BS-CO	ISO-3166-2	BS-CO
BS-CS	ISO-3166-2	BS-CS
BS-EG	ISO-3166-2	BS-EG
BS-EX	ISO-3166-2	BS-EX
BS-FP	ISO-3166-2	BS-FP
BS-GC	ISO-3166-2	BS-GC
BS-HI	ISO-3166-2	BS-HI
BS-HT	ISO-3166-2	BS-HT
BS-IN	ISO-3166-2	BS-IN
BS-LI	ISO-3166-2	BS-LI
BS-MC	ISO-3166-2	BS-MC
BS-MG	ISO-3166-2	BS-MG
BS-MI	ISO-3166-2	BS-MI
BS-NE	ISO-3166-2	BS-NE
BS-NO	ISO-3166-2	BS-NO
BS-NS	ISO-3166-2	BS-NS
BS-RC	ISO-3166-2	BS-RC
BS-RI	ISO-3166-2	BS-RI
BS-SA	ISO-3166-2	BS-SA
BS-SE	ISO-3166-2	BS-SE
BS-SO	ISO-3166-2	BS-SO
BS-SS	ISO-3166-2	BS-SS
BS-SW	ISO-3166-2	BS-SW
BS-WG	ISO-3166-2	BS-WG
BT-11	ISO-3166-2	BT-11
BT-12	ISO-3166-2	BT-12
BT-13	ISO-3166-2	BT-13
BT-14	ISO-3166-2	BT-14
BT-15	ISO-3166-2	BT-15
BT-21	ISO-3166-2	BT-21
BT-22	ISO-3166-2	BT-22
BT-23	ISO-3166-2	BT-23
BT-24	ISO-3166-2	BT-24
BT-31	ISO-3166-2	BT-31
BT-32	ISO-3166-2	BT-32
BT-33	ISO-3166-2	BT-33
BT-34	ISO-3166-2	BT-34
BT-41	ISO-3166-2	BT-41
BT-42	ISO-3166-2	BT-42
BT-43	ISO-3166-2	BT-43
BT-44	ISO-3166-2	BT-44
BT-45	ISO-3166-2	BT-45
BT-GA	ISO-3166-2	BT-GA
BT-TY	ISO-3166-2	BT-TY
BW-CE	ISO-3166-2	BW-CE
BW-GH	ISO-3166-2	BW-GH
BW-KG	ISO-3166-2	BW-KG
BW-KL	ISO-3166-2	BW-KL
BW-KW	ISO-3166-2	BW-KW
BW-NE	ISO-3166-2	BW-NE
BW-NW	ISO-3166-2	BW-NW
BW-SE	ISO-3166-2	BW-SE
BW-SO	ISO-3166-2	BW-SO
BY-BR	ISO-3166-2	BY-BR
BY-HM	ISO-3166-2	BY-HM
BY-HO	ISO-3166-2	BY-HO
BY-HR	ISO-3166-2	BY-HR
BY-MA	ISO-3166-2	BY-MA
BY-MI	ISO-3166-2	BY-MI
BY-VI	ISO-3166-2	BY-VI
BZ-BZ	ISO-3166-2	BZ-BZ
BZ-CY	ISO-3166-2	BZ-CY
BZ-CZL	ISO-3166-2	BZ-CZL
BZ-OW	ISO-3166-2	BZ-OW
BZ-SC	ISO-3166-2	BZ-SC
BZ-TOL	ISO-3166-2	BZ-TOL
CA-AB	ISO-3166-2	CA-AB
CA-BC	ISO-3166-2	CA-BC
CA-MB	ISO-3166-2	CA-MB
CA-NB	ISO-3166-2	CA-NB
CA-NL	ISO-3166-2	CA-NL
CA-NS	ISO-3166-2	CA-NS
CA-NT	ISO-3166-2	CA-NT
CA-NU	ISO-3166-2	CA-NU
CA-ON	ISO-3166-2	CA-ON
CA-PE	ISO-3166-2	CA-PE
CA-QC	ISO-3166-2	CA-QC
CA-SK	ISO-3166-2	CA-SK
CA-YT	ISO-3166-2	CA-YT
CD-BC	ISO-3166-2	CD-BC
CD-BN	ISO-3166-2	CD-BN
CD-EQ	ISO-3166-2	CD-EQ
CD-KA	ISO-3166-2	CD-KA
CD-KE	ISO-3166-2	CD-KE
CD-KN	ISO-3166-2	CD-KN
CD-KW	ISO-3166-2	CD-KW
CD-MA	ISO-3166-2	CD-MA
CD-NK	ISO-3166-2	CD-NK
CD-OR	ISO-3166-2	CD-OR
CD-SK	ISO-3166-2	CD-SK
CF-AC	ISO-3166-2	CF-AC
CF-BB	ISO-3166-2	CF-BB
CF-BGF	ISO-3166-2	CF-BGF
CF-BK	ISO-3166-2	CF-BK
CF-HK	ISO-3166-2	CF-HK
CF-HM	ISO-3166-2	CF-HM
CF-HS	ISO-3166-2	CF-HS
CF-KB	ISO-3166-2	CF-KB
CF-KG	ISO-3166-2	CF-KG
CF-LB	ISO-3166-2	CF-LB
CF-MB	ISO-3166-2	CF-MB
CF-MP	ISO-3166-2	CF-MP
CF-NM	ISO-3166-2	CF-NM
CF-OP	ISO-3166-2	CF-OP
CF-SE	ISO-3166-2	CF-SE
CF-UK	ISO-3166-2	CF-UK
CF-VK	ISO-3166-2	CF-VK
CG-11	ISO-3166-2	CG-11
CG-12	ISO-3166-2	CG-12
CG-13	ISO-3166-2	CG-13
CG-14	ISO-3166-2	CG-14
CG-15	ISO-3166-2	CG-15
CG-2	ISO-3166-2	CG-2
CG-5	ISO-3166-2	CG-5
CG-7	ISO-3166-2	CG-7
CG-8	ISO-3166-2	CG-8
CG-9	ISO-3166-2	CG-9
CG-BZV	ISO-3166-2	CG-BZV
CH-AG	ISO-3166-2	CH-AG
CH-AI	ISO-3166-2	CH-AI
CH-AR	ISO-3166-2	CH-AR
CH-BE	ISO-3166-2	CH-BE
CH-BL	ISO-3166-2	CH-BL
CH-BS	ISO-3166-2	CH-BS
CH-FR	ISO-3166-2	CH-FR
CH-GE	ISO-3166-2	CH-GE
CH-GL	ISO-3166-2	CH-GL
CH-GR	ISO-3166-2	CH-GR
CH-JU	ISO-3166-2	CH-JU
CH-LU	ISO-3166-2	CH-LU
CH-NE	ISO-3166-2	CH-NE
CH-NW	ISO-3166-2	CH-NW
CH-OW	ISO-3166-2	CH-OW
CH-SG	ISO-3166-2	CH-SG
CH-SH	ISO-3166-2	CH-SH
CH-SO	ISO-3166-2	CH-SO
CH-SZ	ISO-3166-2	CH-SZ
CH-TG	ISO-3166-2	CH-TG
CH-TI	ISO-3166-2	CH-TI
CH-UR	ISO-3166-2	CH-UR
CH-VD	ISO-3166-2	CH-VD
CH-VS	ISO-3166-2	CH-VS
CH-ZG	ISO-3166-2	CH-ZG
CH-ZH	ISO-3166-2	CH-ZH
CI-01	ISO-3166-2	CI-01
CI-02	ISO-3166-2	CI-02
